"","ship_type","fuel_type","year","consumption"
"308","G","H2",2033,0
"309","O","Oil",2033,811.620392156863
"310","O","LNG",2033,271.747899159664
"311","O","LPG",2033,281.812636165577
"312","O","MeOH",2033,0
"313","O","NH3",2033,0
"314","O","RefPO",2033,966.214752567694
"315","O","H2",2033,0
"316","C","Oil",2034,1298.67111111111
"317","C","LNG",2034,356.777777777778
"318","C","LPG",2034,436.061728395062
"319","C","MeOH",2034,0
"320","C","NH3",2034,0
"321","C","RefPO",2034,1236.82962962963
"322","C","H2",2034,0
"323","T","Oil",2034,1571.95883668904
"324","T","LNG",2034,526.325503355704
"325","T","LPG",2034,506.831966194382
"326","T","MeOH",2034,0
"327","T","NH3",2034,0
"328","T","RefPO",2034,1403.53467561521
"329","T","H2",2034,0
"330","B","Oil",2034,1750.15482352941
"331","B","LNG",2034,651.099264705882
"332","B","LPG",2034,578.754901960784
"333","B","MeOH",2034,0
"334","B","NH3",2034,0
"335","B","RefPO",2034,1574.21333333333
"336","B","H2",2034,0
"337","G","Oil",2034,1489.52284263959
"338","G","LNG",2034,438.87726613488
"339","G","LPG",2034,472.86439448876
"340","G","MeOH",2034,0
"341","G","NH3",2034,0
"342","G","RefPO",2034,1324.02030456853
"343","G","H2",2034,0
"344","O","Oil",2034,802.798431372549
"345","O","LNG",2034,268.794117647059
"346","O","LPG",2034,278.749455337691
"347","O","MeOH",2034,0
"348","O","NH3",2034,0
"349","O","RefPO",2034,955.712418300654
"350","O","H2",2034,0
"351","C","Oil",2035,1046.23311258278
"352","C","LNG",2035,574.853358561968
"353","C","LPG",2035,702.598549353516
"354","C","MeOH",2035,0
"355","C","NH3",2035,323.76798355789
"356","C","RefPO",2035,996.412488174077
"357","C","H2",2035,415.171870072532
"358","T","Oil",2035,1256.67992766727
"359","T","LNG",2035,841.526737277189
"360","T","LPG",2035,810.359080340997
"361","T","MeOH",2035,0
"362","T","NH3",2035,293.405873916568
"363","T","RefPO",2035,1122.03564970292
"364","T","H2",2035,561.01782485146
"365","B","Oil",2035,1400.77816566169
"366","B","LNG",2035,1042.24565897447
"367","B","LPG",2035,926.440585755089
"368","B","MeOH",2035,0
"369","B","NH3",2035,393.577517810438
"370","B","RefPO",2035,1259.95919662692
"371","B","H2",2035,389.105046017137
"372","G","Oil",2035,1199.57484499557
"373","G","LNG",2035,706.89231937239
"374","G","LPG",2035,761.63482221941
"375","G","MeOH",2035,0
"376","G","NH3",2035,330.917198619468
"377","G","RefPO",2035,1066.28875110717
"378","G","H2",2035,452.220675692775
"379","O","Oil",2035,644.58452722063
"380","O","LNG",2035,431.641424478101
"381","O","LPG",2035,447.628143903215
"382","O","MeOH",2035,0
"383","O","NH3",2035,222.270526627804
"384","O","RefPO",2035,767.362532405512
"385","O","H2",2035,335.721107927412
"386","C","Oil",2036,1034.60830022075
"387","C","LNG",2036,568.46609902239
"388","C","LPG",2036,694.791898805144
"389","C","MeOH",2036,0
"390","C","NH3",2036,320.170561518358
"391","C","RefPO",2036,985.341238305477
"392","C","H2",2036,410.558849293949
"393","T","Oil",2036,1242.71681735985
"394","T","LNG",2036,832.176440196332
"395","T","LPG",2036,801.35509055943
"396","T","MeOH",2036,0
"397","T","NH3",2036,290.145808650828
"398","T","RefPO",2036,1109.56858692844
"399","T","H2",2036,554.784293464221
"400","B","Oil",2036,1385.21396382101
"401","B","LNG",2036,1030.66515165254
"402","B","LPG",2036,916.146801468921
"403","B","MeOH",2036,0
"404","B","NH3",2036,389.204434279211
"405","B","RefPO",2036,1245.95964999773
"406","B","H2",2036,384.781656616947
"407","G","Oil",2036,1186.24623560673
"408","G","LNG",2036,699.037960268252
"409","G","LPG",2036,753.172213083639
"410","G","MeOH",2036,0
"411","G","NH3",2036,327.240340857029
"412","G","RefPO",2036,1054.44109831709
"413","G","H2",2036,447.196001518411
"414","O","Oil",2036,637.422476918179
"415","O","LNG",2036,426.845408650566
"416","O","LPG",2036,442.654497859846
"417","O","MeOH",2036,0
"418","O","NH3",2036,219.800854109717
"419","O","RefPO",2036,758.836282045451
"420","O","H2",2036,331.990873394885
"421","C","Oil",2037,1022.98348785872
"422","C","LNG",2037,562.078839482813
"423","C","LPG",2037,686.985248256771
"424","C","MeOH",2037,0
"425","C","NH3",2037,316.573139478826
"426","C","RefPO",2037,974.269988436876
"427","C","H2",2037,405.945828515365
"428","T","Oil",2037,1228.75370705244
"429","T","LNG",2037,822.826143115474
"430","T","LPG",2037,792.351100777864
"431","T","MeOH",2037,0
"432","T","NH3",2037,286.885743385089
"433","T","RefPO",2037,1097.10152415397
"434","T","H2",2037,548.550762076983
"435","B","Oil",2037,1369.64976198032
"436","B","LNG",2037,1019.0846443306
"437","B","LPG",2037,905.853017182754
"438","B","MeOH",2037,0
"439","B","NH3",2037,384.831350747984
"440","B","RefPO",2037,1231.96010336854
"441","B","H2",2037,380.458267216757
"442","G","Oil",2037,1172.91762621789
"443","G","LNG",2037,691.183601164115
"444","G","LPG",2037,744.709603947868
"445","G","MeOH",2037,0
"446","G","NH3",2037,323.563483094591
"447","G","RefPO",2037,1042.59344552702
