"","ship_type","fuel_type","year","consumption"
"607","T","NH3",2037,641.334909549445
"608","T","RefPO",2037,613.144364074744
"609","T","H2",2037,1226.28872814949
"610","B","Oil",2037,760.077992647059
"611","B","LNG",2037,1508.0912552521
"612","B","LPG",2037,1340.52556022409
"613","B","MeOH",2037,622.286075851393
"614","B","NH3",2037,854.238356997972
"615","B","RefPO",2037,683.668035714286
"616","B","H2",2037,844.531102941176
"617","G","Oil",2037,658.193636154023
"618","G","LNG",2037,1034.30428538489
"619","G","LPG",2037,1114.40192364702
"620","G","MeOH",2037,523.475640449983
"621","G","NH3",2037,726.282632997543
"622","G","RefPO",2037,585.061009914687
"623","G","H2",2037,992.514213248131
"624","O","Oil",2037,351.491771682728
"625","O","LNG",2037,627.663878004871
"626","O","LPG",2037,650.910688301348
"627","O","MeOH",2037,339.158727062281
"628","O","NH3",2037,484.816236803763
"629","O","RefPO",2037,418.442585336581
"630","O","H2",2037,732.274524339016
"631","C","Oil",2038,565.24924742268
"632","C","LNG",2038,828.204025527737
"633","C","LPG",2038,1012.2493645339
"634","C","MeOH",2038,495.83267317779
"635","C","NH3",2038,699.689607773433
"636","C","RefPO",2038,538.332616593029
"637","C","H2",2038,897.221027655048
"638","T","Oil",2038,678.447932489451
"639","T","LNG",2038,1211.51416515973
"640","T","LPG",2038,1166.64327015382
"641","T","MeOH",2038,483.54293434007
"642","T","NH3",2038,633.607982928367
"643","T","RefPO",2038,605.757082579867
"644","T","H2",2038,1211.51416515973
"645","B","Oil",2038,750.920426470588
"646","B","LNG",2038,1489.92148109244
"647","B","LPG",2038,1324.37464985994
"648","B","MeOH",2038,614.788653250774
"649","B","NH3",2038,843.946328600406
"650","B","RefPO",2038,675.431071428571
"651","B","H2",2038,834.356029411765
"652","G","Oil",2038,650.263592344939
"653","G","LNG",2038,1021.84278797062
"654","G","LPG",2038,1100.97539444646
"655","G","MeOH",2038,517.168705022875
"656","G","NH3",2038,717.532239828898
"657","G","RefPO",2038,578.01208208439
"658","G","H2",2038,980.556210678876
"659","O","Oil",2038,347.256931060044
"660","O","LNG",2038,620.101662607222
"661","O","LPG",2038,643.068390851934
"662","O","MeOH",2038,335.072477338639
"663","O","NH3",2038,478.975077324199
"664","O","RefPO",2038,413.401108404815
"665","O","H2",2038,723.451939708426
"666","C","Oil",2039,558.355963917526
"667","C","LNG",2039,818.103976435935
"668","C","LPG",2039,999.904860088365
"669","C","MeOH",2039,489.785933260988
"670","C","NH3",2039,691.156807678635
"671","C","RefPO",2039,531.767584683358
"672","C","H2",2039,886.279307805596
"673","T","Oil",2039,670.17417721519
"674","T","LNG",2039,1196.73960216998
"675","T","LPG",2039,1152.41591320072
"676","T","MeOH",2039,477.646069287142
"677","T","NH3",2039,625.881056307289
"678","T","RefPO",2039,598.369801084991
"679","T","H2",2039,1196.73960216998
"680","B","Oil",2039,741.762860294118
"681","B","LNG",2039,1471.75170693277
"682","B","LPG",2039,1308.2237394958
"683","B","MeOH",2039,607.291230650155
"684","B","NH3",2039,833.65430020284
"685","B","RefPO",2039,667.194107142857
"686","B","H2",2039,824.180955882353
"687","G","Oil",2039,642.333548535854
"688","G","LNG",2039,1009.38129055634
"689","G","LPG",2039,1087.54886524589
"690","G","MeOH",2039,510.861769595767
"691","G","NH3",2039,708.781846660253
"692","G","RefPO",2039,570.963154254093
"693","G","H2",2039,968.598208109621
"694","O","Oil",2039,343.022090437361
"695","O","LNG",2039,612.539447209573
"696","O","LPG",2039,635.22609340252
"697","O","MeOH",2039,330.986227614997
"698","O","NH3",2039,473.133917844636
"699","O","RefPO",2039,408.359631473049
"700","O","H2",2039,714.629355077835
"701","C","Oil",2040,222.882833333333
"702","C","LNG",2040,612.315476190476
"703","C","LPG",2040,748.385582010582
"704","C","MeOH",2040,1466.33442982456
"705","C","NH3",2040,1655.3632183908
"706","C","RefPO",2040,212.269365079365
"707","C","H2",2040,2122.69365079365
"708","T","Oil",2040,278.139007092199
"709","T","LNG",2040,931.268996960486
"710","T","LPG",2040,896.777552628616
"711","T","MeOH",2040,1486.76278462113
"712","T","NH3",2040,1558.53753974077
"713","T","RefPO",2040,248.338399189463
"714","T","H2",2040,2980.06079027356
"715","B","Oil",2040,312.725423728814
"716","B","LNG",2040,1163.41303470541
"717","B","LPG",2040,1034.14491973814
"718","B","MeOH",2040,1920.24382991377
"719","B","NH3",2040,2108.7997921943
"720","B","RefPO",2040,281.287418168774
"721","B","H2",2040,2084.83615819209
"722","G","Oil",2040,261.964010282776
"723","G","LNG",2040,771.85824458318
"724","G","LPG",2040,831.63177867548
"725","G","MeOH",2040,1562.59234203761
"726","G","NH3",2040,1734.38241290666
"727","G","RefPO",2040,232.856898029134
"728","G","H2",2040,2370.15056922512
"729","O","Oil",2040,135.17420881396
"730","O","LNG",2040,452.592217011028
"731","O","LPG",2040,469.35489171514
"732","O","MeOH",2040,978.234405890502
"733","O","NH3",2040,1118.68310742588
"734","O","RefPO",2040,160.921677159477
"735","O","H2",2040,1689.6776101745
"736","C","Oil",2041,220.096797916667
"737","C","LNG",2041,604.661532738095
"738","C","LPG",2041,739.03076223545
"739","C","MeOH",2041,1448.00524945175
"740","C","NH3",2041,1634.67117816092
"741","C","RefPO",2041,209.615998015873
"742","C","H2",2041,2096.15998015873
"743","T","Oil",2041,274.662269503546
"744","T","LNG",2041,919.62813449848
"745","T","LPG",2041,885.567833220759
"746","T","MeOH",2041,1468.17824981336
"747","T","NH3",2041,1539.05582049401
"748","T","RefPO",2041,245.234169199595
"749","T","H2",2041,2942.81003039514
"750","B","Oil",2041,308.816355932203
"751","B","LNG",2041,1148.87037177159
"752","B","LPG",2041,1021.21810824141
"753","B","MeOH",2041,1896.24078203984
"754","B","NH3",2041,2082.43979479187
"755","B","RefPO",2041,277.771325441664
"756","B","H2",2041,2058.77570621469
"757","G","Oil",2041,258.689460154242
"758","G","LNG",2041,762.21001652589
"759","G","LPG",2041,821.236381442037
"760","G","MeOH",2041,1543.05993776214
"761","G","NH3",2041,1712.70263274532
