"","ship_type","fuel_type","year","consumption"
"735","O","H2",2040,1225.67287784679
"736","C","Oil",2041,159.655708333333
"737","C","LNG",2041,438.614583333333
"738","C","LPG",2041,536.084490740741
"739","C","MeOH",2041,1050.36650219298
"740","C","NH3",2041,1185.77183908046
"741","C","RefPO",2041,152.053055555556
"742","C","H2",2041,1520.53055555556
"743","T","Oil",2041,199.236879432624
"744","T","LNG",2041,667.087765957447
"745","T","LPG",2041,642.380811662726
"746","T","MeOH",2041,1064.99976670399
"747","T","NH3",2041,1116.41354854488
"748","T","RefPO",2041,177.890070921986
"749","T","H2",2041,2134.68085106383
"750","B","Oil",2041,224.01186440678
"751","B","LNG",2041,833.377471751412
"752","B","LPG",2041,740.779974890144
"753","B","MeOH",2041,1375.5114481118
"754","B","NH3",2041,1510.57808948633
"755","B","RefPO",2041,201.492153170119
"756","B","H2",2041,1493.41242937853
"757","G","Oil",2041,187.650385604113
"758","G","LNG",2041,552.898457583547
"759","G","LPG",2041,595.715509854327
"760","G","MeOH",2041,1119.31808956839
"761","G","NH3",2041,1242.37496675827
"762","G","RefPO",2041,166.800342759212
"763","G","H2",2041,1697.78920308483
"764","O","Oil",2041,96.8281573498964
"765","O","LNG",2041,324.201419698314
"766","O","LPG",2041,336.20887968714
"767","O","MeOH",2041,700.730086084777
"768","O","NH3",2041,801.336474619833
"769","O","RefPO",2041,115.271615892734
"770","O","H2",2041,1210.35196687371
"771","C","Oil",2042,157.63475
"772","C","LNG",2042,433.0625
"773","C","LPG",2042,529.298611111111
"774","C","MeOH",2042,1037.07072368421
"775","C","NH3",2042,1170.76206896552
"776","C","RefPO",2042,150.128333333333
"777","C","H2",2042,1501.28333333333
"778","T","Oil",2042,196.714893617021
"779","T","LNG",2042,658.643617021276
"780","T","LPG",2042,634.249408983451
"781","T","MeOH",2042,1051.51875699888
"782","T","NH3",2042,1102.28173147469
"783","T","RefPO",2042,175.63829787234
